Date,Market,Market Size,Product,Product Type,State,Type,Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
2012/7/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Ohio,Regular,513,30,50,30,80,34,432,51,10,18,85,33
2012/7/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,330,40,50,0,90,39,517,56,36,-9,95,65
2012/7/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,920,30,60,40,90,39,380,65,12,29,104,36
2012/7/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,262,50,70,60,120,59,870,85,16,58,144,27
2012/7/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,920,30,40,10,70,36,462,54,11,21,90,33
2012/7/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,608,40,50,0,90,47,622,66,42,-6,113,72
2012/7/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,608,90,130,90,220,86,"1,081",103,26,56,189,47
2012/7/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,920,50,80,60,130,50,587,65,16,36,115,29
2012/7/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,920,60,70,20,130,59,403,74,22,18,133,56
2012/7/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,262,130,180,60,310,124,717,173,112,32,297,141
2012/7/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,920,100,130,80,230,97,575,130,32,71,227,59
2012/7/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,Connecticut,Regular,203,30,60,50,90,35,894,52,9,32,87,20
2012/7/1 上午 12:00:00,East,Small Market,Green Tea,Tea,Connecticut,Regular,860,20,30,20,50,20,814,31,5,15,51,16
2012/7/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,959,50,80,40,130,76,613,93,28,32,169,61
2012/7/1 上午 12:00:00,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,959,40,60,40,100,60,"1,070",72,18,33,132,39
2012/7/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,860,40,70,20,110,47,622,66,42,-5,113,71
2012/7/1 上午 12:00:00,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,203,40,50,20,90,43,388,57,14,16,100,41
2012/7/1 上午 12:00:00,East,Small Market,Colombian,Coffee,Connecticut,Regular,203,80,130,90,210,90,"1,148",135,29,75,225,60
2012/7/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Florida,Regular,386,40,70,50,110,45,885,65,12,41,110,24
2012/7/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Florida,Regular,954,60,90,70,150,59,870,85,16,58,144,27
2012/7/1 上午 12:00:00,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,863,30,50,30,80,50,587,65,16,36,115,29
2012/7/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,904,40,60,30,100,59,403,74,22,19,133,55
2012/7/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,Florida,Decaf,904,60,80,50,140,86,"1,081",103,26,55,189,48
2012/7/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,386,110,180,60,290,124,717,173,112,32,297,141
2012/7/1 上午 12:00:00,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,863,90,130,80,220,97,575,130,32,71,227,59
2012/7/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Florida,Regular,904,100,170,120,270,114,822,172,37,104,286,68
2012/7/1 上午 12:00:00,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,727,130,180,130,310,141,692,195,43,129,336,66
2012/7/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,413,20,40,30,60,23,868,34,6,16,57,18
2012/7/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Massachusetts,Regular,339,10,30,20,40,18,486,26,5,9,44,17
2012/7/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,978,30,50,20,80,51,419,64,19,11,115,53
2012/7/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,978,30,70,20,100,39,560,72,36,7,111,65
2012/7/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,617,130,150,100,280,145,"1,304",146,40,81,291,65
2012/7/1 上午 12:00:00,East,Major Market,Colombian,Coffee,Massachusetts,Regular,508,40,590,560,630,52,"-1,493",613,17,564,665,49
2012/7/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,603,20,40,30,60,25,854,36,7,17,61,19
2012/7/1 上午 12:00:00,East,Small Market,Green Tea,Tea,New Hampshire,Regular,603,0,40,30,40,0,559,43,0,31,43,12
2012/7/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,603,20,40,10,60,36,252,46,13,0,82,46
2012/7/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,603,50,80,10,130,59,338,82,53,-1,141,83
2012/7/1 上午 12:00:00,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,603,30,50,10,80,40,219,49,15,0,89,49
2012/7/1 上午 12:00:00,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,603,50,90,70,140,61,329,90,19,49,151,41
2012/7/1 上午 12:00:00,East,Small Market,Colombian,Coffee,New Hampshire,Regular,603,60,90,60,150,64,467,96,21,43,160,53
2012/7/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,New York,Regular,212,130,200,160,330,127,"1,007",185,35,138,312,47
2012/7/1 上午 12:00:00,East,Major Market,Earl Grey,Tea,New York,Regular,518,110,160,120,270,104,952,152,29,111,256,41
2012/7/1 上午 12:00:00,East,Major Market,Green Tea,Tea,New York,Regular,315,90,150,120,240,94,608,136,26,98,230,38
2012/7/1 上午 12:00:00,East,Major Market,Lemon,Herbal Tea,New York,Decaf,516,200,410,310,610,270,"1,781",523,102,388,793,135
2012/7/1 上午 12:00:00,East,Major Market,Mint,Herbal Tea,New York,Decaf,716,190,-40,-110,150,260,"3,076",-62,80,-164,198,102
2012/7/1 上午 12:00:00,East,Major Market,Regular Espresso,Espresso,New York,Regular,585,250,280,190,530,266,"1,355",280,74,182,546,98
2012/7/1 上午 12:00:00,East,Major Market,Caffe Mocha,Espresso,New York,Regular,347,150,-80,-240,70,162,"2,321",-85,147,-266,77,181
2012/7/1 上午 12:00:00,East,Major Market,Colombian,Coffee,New York,Regular,845,340,520,370,860,364,"2,654",548,127,370,912,178
2012/7/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,318,70,110,90,180,59,870,85,16,58,144,27
2012/7/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Louisiana,Regular,318,50,70,50,120,40,843,59,11,36,99,23
2012/7/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,318,40,60,40,100,46,587,60,15,32,106,28
2012/7/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,318,70,90,40,160,76,613,93,28,31,169,62
2012/7/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,985,40,50,0,90,47,-395,66,42,-6,113,72
2012/7/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,225,30,50,30,80,39,380,65,12,30,104,35
2012/7/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,225,30,40,20,70,36,462,54,11,21,90,33
2012/7/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,505,150,60,10,210,120,"1,334",49,37,-11,169,60
2012/7/1 上午 12:00:00,South,Small Market,Colombian,Coffee,New Mexico,Regular,505,80,120,70,200,64,467,96,21,44,160,52
2012/7/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,505,20,30,20,50,25,854,36,7,17,61,19
2012/7/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,505,30,40,20,70,34,"1,010",41,10,10,75,31
2012/7/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,505,30,40,10,70,40,-258,49,15,1,89,48
2012/7/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,505,50,70,0,120,59,338,82,53,-1,141,83
2012/7/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,505,30,50,20,80,44,258,59,14,18,103,41
2012/7/1 上午 12:00:00,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,405,20,50,40,70,23,868,34,6,16,57,18
2012/7/1 上午 12:00:00,South,Small Market,Colombian,Coffee,Oklahoma,Regular,580,50,60,40,110,41,592,53,13,28,94,25
2012/7/1 上午 12:00:00,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,405,110,180,60,290,124,717,173,112,32,297,141
2012/7/1 上午 12:00:00,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,405,50,80,30,130,59,403,74,22,19,133,55
2012/7/1 上午 12:00:00,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,580,120,160,110,280,141,-942,195,43,128,336,67
2012/7/1 上午 12:00:00,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,918,10,20,20,30,18,486,26,5,9,44,17
2012/7/1 上午 12:00:00,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,580,90,150,100,240,114,822,172,37,103,286,69
2012/7/1 上午 12:00:00,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,325,100,140,110,240,87,564,112,28,71,199,41
2012/7/1 上午 12:00:00,South,Major Market,Colombian,Coffee,Texas,Regular,430,320,380,290,700,260,"1,319",307,80,206,567,101
2012/7/1 上午 12:00:00,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,281,30,50,30,80,34,432,51,10,19,85,32
2012/7/1 上午 12:00:00,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,903,40,60,30,100,47,420,63,15,20,110,43
2012/7/1 上午 12:00:00,South,Major Market,Caffe Latte,Espresso,Texas,Regular,281,40,70,40,110,52,-456,79,17,30,131,49
2012/7/1 上午 12:00:00,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,210,80,140,120,220,104,952,152,29,112,256,40
2012/7/1 上午 12:00:00,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,832,80,110,90,190,94,608,136,26,98,230,38
2012/7/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Utah,Regular,435,70,90,60,160,60,"1,070",72,18,32,132,40
2012/7/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Utah,Regular,801,50,70,40,120,43,388,57,14,16,100,41
2012/7/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,435,50,80,60,130,61,329,90,19,48,151,42
2012/7/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,435,50,90,60,140,64,467,96,21,44,160,52
2012/7/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Utah,Decaf,801,100,40,-10,140,120,"1,334",49,37,-12,169,61
2012/7/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Utah,Regular,435,30,60,10,90,59,338,82,53,0,141,82
2012/7/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Utah,Regular,435,20,50,30,70,44,258,59,14,17,103,42
2012/7/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Utah,Regular,435,20,40,20,60,40,219,49,15,1,89,48
2012/7/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,435,90,120,70,210,76,613,93,28,31,169,62
2012/7/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Utah,Regular,801,30,60,50,90,39,845,57,10,36,96,21
2012/7/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,801,40,60,40,100,46,587,60,15,32,106,28
2012/7/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,801,30,50,40,80,35,894,52,9,31,87,21
2012/7/1 上午 12:00:00,West,Major Market,Amaretto,Coffee,California,Regular,209,190,-90,-150,100,154,"1,832",-67,49,-138,87,71
2012/7/1 上午 12:00:00,West,Major Market,Colombian,Coffee,California,Regular,707,450,690,530,"1,140",364,"2,654",548,127,370,912,178
2012/7/1 上午 12:00:00,West,Major Market,Chamomile,Herbal Tea,California,Decaf,805,100,170,150,270,127,"1,007",185,35,139,312,46
2012/7/1 上午 12:00:00,West,Major Market,Lemon,Herbal Tea,California,Decaf,650,220,270,200,490,260,"1,319",307,80,205,567,102
2012/7/1 上午 12:00:00,West,Major Market,Mint,Herbal Tea,California,Decaf,831,70,100,70,170,87,564,112,28,72,199,40
2012/7/1 上午 12:00:00,West,Major Market,Darjeeling,Tea,California,Regular,562,60,110,100,170,104,952,152,29,112,256,40
2012/7/1 上午 12:00:00,West,Major Market,Earl Grey,Tea,California,Regular,831,60,90,80,150,94,608,136,26,98,230,38
2012/7/1 上午 12:00:00,West,Major Market,Green Tea,Tea,California,Regular,415,30,50,20,80,52,668,79,17,30,131,49
2012/7/1 上午 12:00:00,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,707,290,-40,-150,250,238,"2,797",-36,78,-157,202,121
2012/7/1 上午 12:00:00,West,Major Market,Caffe Latte,Espresso,California,Regular,818,250,260,170,510,266,"1,819",266,74,167,532,99
2012/7/1 上午 12:00:00,West,Major Market,Caffe Mocha,Espresso,California,Regular,562,150,220,60,370,162,943,225,147,45,387,180
2012/7/1 上午 12:00:00,West,Major Market,Decaf Espresso,Espresso,California,Decaf,650,270,380,260,650,291,"1,742",387,96,259,678,128
2012/7/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Nevada,Regular,775,40,60,20,100,36,252,46,13,-1,82,47
2012/7/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,775,130,210,70,340,162,943,225,147,45,387,180
2012/7/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,775,200,290,200,490,238,"1,190",329,78,208,567,121
2012/7/1 上午 12:00:00,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,775,130,200,150,330,154,833,222,49,150,376,72
2012/7/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Nevada,Regular,702,190,270,190,460,291,"1,742",387,96,258,678,129
2012/7/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Nevada,Regular,775,170,190,130,360,266,"1,819",266,74,168,532,98
2012/7/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Nevada,Regular,702,170,-170,-250,0,270,"5,230",-270,102,-378,27,135
2012/7/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,775,40,50,30,90,34,"1,010",41,10,9,75,32
2012/7/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,702,0,40,30,40,0,559,43,0,32,43,11
2012/7/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,775,20,30,20,50,25,854,36,7,17,61,19
2012/7/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,702,10,30,20,40,20,808,29,5,12,49,17
2012/7/1 上午 12:00:00,West,Small Market,Amaretto,Coffee,Oregon,Regular,971,40,70,20,110,39,517,56,36,-10,95,66
2012/7/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Oregon,Regular,971,40,70,20,110,39,478,55,12,0,94,55
2012/7/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,503,20,40,40,60,30,829,44,8,24,74,20
2012/7/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,503,30,50,30,80,41,592,53,13,27,94,26
2012/7/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Oregon,Regular,541,10,10,10,20,18,486,26,5,9,44,17
2012/7/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Oregon,Regular,503,70,120,80,190,114,822,172,37,104,286,68
2012/7/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Oregon,Regular,503,90,130,90,220,141,692,195,43,129,336,66
2012/7/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,503,40,60,40,100,34,432,51,10,18,85,33
2012/7/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,971,40,70,30,110,51,419,64,19,12,115,52
2012/7/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,503,40,60,30,100,47,420,63,15,20,110,43
2012/7/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,541,130,140,90,270,145,"1,304",146,40,81,291,65
2012/7/1 上午 12:00:00,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,425,70,120,80,190,90,"1,148",135,29,75,225,60
2012/7/1 上午 12:00:00,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,509,30,50,50,80,40,843,59,11,37,99,22
2012/7/1 上午 12:00:00,West,Small Market,Darjeeling,Tea,Washington,Regular,509,20,50,30,70,39,380,65,12,29,104,36
2012/7/1 上午 12:00:00,West,Small Market,Earl Grey,Tea,Washington,Regular,509,20,40,30,60,36,462,54,11,20,90,34
2012/7/1 上午 12:00:00,West,Small Market,Green Tea,Tea,Washington,Regular,253,30,40,0,70,47,622,66,42,-5,113,71
2012/7/1 上午 12:00:00,West,Small Market,Colombian,Coffee,Washington,Regular,425,100,160,120,260,86,463,125,27,75,211,50
2012/7/1 上午 12:00:00,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,360,150,220,100,370,124,717,173,112,31,297,142
2012/7/1 上午 12:00:00,West,Small Market,Caffe Latte,Espresso,Washington,Regular,206,40,70,50,110,50,587,65,16,36,115,29
2012/7/1 上午 12:00:00,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,206,50,70,20,120,59,403,74,22,18,133,56
2012/7/1 上午 12:00:00,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,253,80,100,70,180,86,"1,081",103,26,56,189,47
2012/8/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,303,120,130,80,250,145,"1,292",146,40,82,291,64
2012/8/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,970,30,40,0,70,37,513,52,33,-10,89,62
2012/8/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,303,30,60,30,90,46,415,62,15,20,108,42
2012/8/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Colorado,Regular,720,40,50,10,90,49,414,60,18,9,109,51
2012/8/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Colorado,Regular,970,30,50,20,80,41,"1,046",50,12,16,91,34
2012/8/1 上午 12:00:00,Central,Major Market,Green Tea,Tea,Colorado,Regular,719,50,80,50,130,68,587,87,22,53,155,34
2012/8/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,720,110,170,130,280,100,598,145,28,105,245,40
2012/8/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,719,60,90,50,150,52,662,79,17,30,131,49
2012/8/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,719,130,200,160,330,132,994,191,36,144,323,47
2012/8/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Colorado,Regular,720,130,180,140,310,123,941,178,34,133,301,45
2012/8/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Colorado,Regular,719,50,70,50,120,52,554,68,17,39,120,29
2012/8/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,630,100,160,140,260,123,941,178,34,132,301,46
2012/8/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,847,40,60,40,100,52,554,68,17,39,120,29
2012/8/1 上午 12:00:00,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,309,110,170,140,280,132,994,191,36,143,323,48
2012/8/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Illinois,Regular,217,80,130,100,210,100,598,145,28,105,245,40
2012/8/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Illinois,Regular,618,40,70,30,110,52,662,79,17,30,131,49
2012/8/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,630,340,470,340,810,295,"1,714",392,97,262,687,130
2012/8/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,847,300,320,220,620,266,"1,797",266,74,167,532,99
2012/8/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,630,160,230,170,390,154,817,222,49,150,376,72
2012/8/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Illinois,Regular,847,200,290,190,490,196,"1,167",271,64,163,467,108
2012/8/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,712,250,350,250,600,295,"1,714",392,97,262,687,130
2012/8/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,712,130,200,150,330,154,817,222,49,151,376,71
2012/8/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Iowa,Regular,515,220,240,150,460,266,"1,797",266,74,167,532,99
2012/8/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Iowa,Regular,515,240,310,180,550,284,"1,809",348,107,207,632,141
2012/8/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,712,20,40,30,60,23,806,35,6,18,58,17
2012/8/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,515,0,50,40,50,0,516,43,0,31,43,12
2012/8/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Iowa,Regular,563,40,50,20,90,41,"1,007",49,12,15,90,34
2012/8/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,641,10,20,10,30,14,602,18,4,1,32,17
2012/8/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Iowa,Regular,641,20,40,30,60,25,851,38,7,19,63,19
2012/8/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,314,50,80,20,130,63,332,88,57,2,151,86
2012/8/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,573,100,20,-20,120,120,"1,439",19,37,-41,139,60
2012/8/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Missouri,Regular,816,30,60,30,90,45,253,60,14,19,105,41
2012/8/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Missouri,Regular,660,20,30,-10,50,29,215,36,11,-9,65,45
2012/8/1 上午 12:00:00,Central,Small Market,Green Tea,Tea,Missouri,Regular,417,30,40,0,70,38,248,48,14,1,86,47
2012/8/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,314,30,60,40,90,34,890,49,9,29,83,20
2012/8/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,417,30,60,50,90,32,841,48,8,28,80,20
2012/8/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Missouri,Regular,417,70,90,40,160,72,606,88,27,27,160,61
2012/8/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,816,50,60,30,110,50,"1,064",60,15,24,110,36
2012/8/1 上午 12:00:00,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,567,10,20,20,30,16,484,25,4,9,41,16
2012/8/1 上午 12:00:00,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,330,10,30,30,40,22,865,33,6,16,55,17
2012/8/1 上午 12:00:00,Central,Major Market,Darjeeling,Tea,Ohio,Regular,234,90,160,100,250,114,810,172,37,103,286,69
2012/8/1 上午 12:00:00,Central,Major Market,Earl Grey,Tea,Ohio,Regular,330,90,150,100,240,116,678,161,35,103,277,58
2012/8/1 上午 12:00:00,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,513,160,180,120,340,145,"1,292",146,40,81,291,65
2012/8/1 上午 12:00:00,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,937,50,70,20,120,49,414,60,18,8,109,52
2012/8/1 上午 12:00:00,Central,Major Market,Amaretto,Coffee,Ohio,Regular,234,40,70,40,110,46,415,62,15,19,108,43
2012/8/1 上午 12:00:00,Central,Major Market,Colombian,Coffee,Ohio,Regular,234,30,50,30,80,34,428,51,10,19,85,32
2012/8/1 上午 12:00:00,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,614,30,60,10,90,37,513,52,33,-11,89,63
2012/8/1 上午 12:00:00,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,715,40,70,50,110,47,366,79,14,41,126,38
2012/8/1 上午 12:00:00,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,262,50,80,70,130,63,864,91,17,63,154,28
2012/8/1 上午 12:00:00,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,920,30,40,10,70,36,458,54,11,20,90,34
2012/8/1 上午 12:00:00,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,715,30,60,10,90,44,617,61,39,-7,105,68
2012/8/1 上午 12:00:00,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,920,110,150,100,260,103,"1,073",123,31,70,226,53
2012/8/1 上午 12:00:00,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,262,30,50,30,80,30,581,39,9,18,69,21
2012/8/1 上午 12:00:00,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,715,60,80,30,140,63,397,77,23,21,140,56
2012/8/1 上午 12:00:00,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,608,140,190,60,330,133,705,184,120,35,317,149
2012/8/1 上午 12:00:00,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,414,100,140,90,240,99,565,132,32,73,231,59
2012/8/1 上午 12:00:00,East,Small Market,Darjeeling,Tea,Connecticut,Regular,203,30,50,40,80,34,890,49,9,28,83,21
2012/8/1 上午 12:00:00,East,Small Market,Green Tea,Tea,Connecticut,Regular,959,20,30,20,50,19,811,28,5,12,47,16
2012/8/1 上午 12:00:00,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,860,50,70,30,120,72,606,88,27,28,160,60
2012/8/1 上午 12:00:00,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,959,30,50,30,80,50,"1,064",60,15,24,110,36
2012/8/1 上午 12:00:00,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,860,40,60,10,100,44,617,61,39,-8,105,69
2012/8/1 上午 12:00:00,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,203,40,50,20,90,42,384,56,13,16,98,40
2012/8/1 上午 12:00:00,East,Small Market,Colombian,Coffee,Connecticut,Regular,475,80,130,90,210,90,"1,139",135,29,75,225,60
2012/8/1 上午 12:00:00,East,Major Market,Darjeeling,Tea,Florida,Regular,941,40,80,60,120,46,880,68,12,44,114,24
2012/8/1 上午 12:00:00,East,Major Market,Green Tea,Tea,Florida,Regular,904,60,100,80,160,63,864,91,17,63,154,28
